Lista 2024 - China Contados,,,,,,,,,,,,Lista 2024 - China y Italia No Contados,,,,,,,Lista 2024 - Otros,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de Llegada,Fabricas,Codigo,Cantidad Pedidos,Cantidad Recibidos,Cantidad de Sacos,,Ratio R/P,Fabricas,Pedidos por Fabricas,Ratio R/P por Fabricas,,Fecha de Llegada,Fabrica,Codigo,Cantidad Pedidos,Cantidad Llegados,Cantidad de Sacos,,Fecha de Llegada,Fabrica,Codigo,Cantidad Pedidos,Cantidad Llegados,Cantidad de Sacos
2024-12-06,커춘,241002#,436,400,13,,"8,26%",,,,,,,,,,,,,,,,,
2024-12-06,커춘,241032#,500,475,10,,"5,00%",,,,,,,,,,,,,,,,,
2024-12-06,커춘,241043#,450,400,6,,"11,11%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,241003#,552,552,20,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,22102#,300,300,7,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,22102-1#,300,300,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,24672#,308,308,9,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,241034#,363,363,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,241036#,400,400,7,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,241036-1#,400,400,7,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,241037#,304,304,7,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,241045#,419,419,4,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-06,시골공장,241038#,563,500,5,,"11,19%",,,,,,,,,,,,,,,,,
2024-12-06,시골공장,22151#,900,883,10,,"1,89%",,,,,,,,,,,,,,,,,
2024-12-06,지하83-1A,241046#,400,393,5,,"1,75%",,,,,,,,,,,,,,,,,
2024-12-06,지하83-1A,241047#,417,400,5,,"4,08%",,,,,,,,,,,,,,,,,
2024-12-06,지하83-1A,241048#,400,398,5,,"0,50%",,,,,,,,,,,,,,,,,
2024-12-06,지하83-1A,241049#,400,399,7,,"0,25%",,,,,,,,,,,,,,,,,
2024-12-06,지하83-1A,241015#,450,434,7,,"3,56%",,,,,,,,,,,,,,,,,
2024-12-06,YA,241018#,302,300,2,,"0,66%",,,,,,,,,,,,,,,,,
2024-12-06,지하A55,241033#,467,450,12,,"3,64%",,,,,,,,,,,,,,,,,
2024-12-06,지하A55,001#,400,398,9,,"0,50%",,,,,,,,,,,,,,,,,
2024-12-06,지하A55,002#,412,400,10,,"2,91%",,,,,,,,,,,,,,,,,
2024-12-06,이우,22088#,3.400,3.225,22,,"5,15%",,,,,,,,,,,,,,,,,
2024-12-06,해주공장,241012#,790,769,13,,"2,66%",,,,,,,,,,,,,,,,,
2024-12-06,판위왕,포리백,5.000,5.000,1,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지536,24647#,940,900,12,,"4,26%",,,,,,,,,,,,,,,,,
2024-12-19,신대지536,24667#,1.200,1.192,13,,"0,67%",,,,,,,,,,,,,,,,,
2024-12-19,신대지536,241023#,600,597,8,,"0,50%",,,,,,,,,,,,,,,,,
2024-12-19,신대지536,241024#,622,500,6,,"19,61%",,,,,,,,,,,,,,,,,
2024-12-19,이우,808-1#,500,500,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,이우,808-2#,1.700,1.700,17,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,따랑43,6001#,400,388,8,,"3,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지530,129#,549,500,22,,"8,93%",,,,,,,,,,,,,,,,,
2024-12-19,신대지530,241025#,500,500,20,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,패딩집,24664#,358,350,20,,"2,23%",,,,,,,,,,,,,,,,,
2024-12-19,패딩집,23949#,450,443,21,,"1,56%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241041#,400,393,9,,"1,75%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241042#,415,400,5,,"3,61%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,24677#,400,398,22,,"0,50%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,24679#,407,400,23,,"1,72%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,24681#,300,290,12,,"3,33%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,24682#,334,300,14,,"10,18%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,24683#,400,390,19,,"2,50%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,24694#,405,400,17,,"1,23%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241001#,522,400,25,,"23,37%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241029#,300,246,8,,"18,00%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241030#,300,270,17,,"10,00%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241031#,328,300,5,,"8,54%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241054#,400,393,8,,"1,75%",,,,,,,,,,,,,,,,,
2024-12-19,커춘,241044#,485,400,5,,"17,53%",,,,,,,,,,,,,,,,,
2024-12-19,지하78-1A,24691#,500,500,21,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,지하78-1A,24693#,320,319,16,,"0,31%",,,,,,,,,,,,,,,,,
2024-12-19,지하78-1A,23924#,400,385,15,,"3,75%",,,,,,,,,,,,,,,,,
2024-12-19,지하78-1A,23907#,400,379,26,,"5,25%",,,,,,,,,,,,,,,,,
2024-12-19,지하78-1A,241050#,520,500,26,,"3,85%",,,,,,,,,,,,,,,,,
2024-12-19,판위왕,23954#,164,170,4,,"-3,66%",,,,,,,,,,,,,,,,,
2024-12-19,지하A55,003#,345,300,8,,"13,04%",,,,,,,,,,,,,,,,,
2024-12-19,지하A88-2,241009#,311,311,2,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,D70,241010#,301,300,8,,"0,33%",,,,,,,,,,,,,,,,,
2024-12-19,D70,241011#,916,800,13,,"12,66%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,24676#,741,738,15,,"0,40%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241004#,600,600,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241005#,900,900,15,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241008#,614,614,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241051#,418,417,8,,"0,24%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241052#,407,407,6,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241057#,400,400,14,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241058#,400,400,8,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,신대지180,241060#,400,400,5,,"0,00%",,,,,,,,,,,,,,,,,
2024-12-19,YA,241016#,339,300,3,,"11,50%",,,,,,,,,,,,,,,,,
2024-12-19,YA,241017#,412,400,3,,"2,91%",,,,,,,,,,,,,,,,,
2024-12-19,YA,241019#,400,397,3,,"0,75%",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Pedidos,Total Llegados,Total Sacos,,,,,,,,,,,,,,,,,,,
,,,285774,277791,3826,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total L/P,Total P/S,,,,,,,,,,,,,,,,,,,
,,,,"2,79%","74,69",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Total Sacos Contabilizados,Total Sacos No Contabilizados,,,,,,,,,,,,,,
,,,,,,,,,3.826,254,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Total Prendas Pedidos,Total Prendas Recibidos,,,,,,,,,,,,,,
,,,,,,,,,285.774,277791,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Promedio Prendas R/P Por Codigo,,,,,,,,,,,,,,
,,,,,,,,,,"2,79%",,,,,,,,,,,,,,
